TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,DAYS_BIRTH,DAYS_EMPLOYED,AMT_CREDIT,DAYS_LAST_PHONE_CHANGE,OWN_CAR_AGE
0,Cash loans,M,Y,Y,2,135000.0,144396.0,6858.0,14750,-1614,144396.0,-1051.0,9.0
0,Cash loans,F,N,N,0,202500.0,1436850.0,42012.0,16495,-3872,1436850.0,-793.0,
0,Cash loans,F,N,N,0,157500.0,1252278.0,36747.0,12765,-1106,1252278.0,0.0,
0,Cash loans,F,Y,Y,0,76500.0,508495.5,20164.5,19342,-5452,508495.5,-1964.0,10.0
0,Cash loans,M,Y,Y,0,126000.0,891000.0,35464.5,11727,-314,891000.0,0.0,11.0
0,Cash loans,F,N,Y,2,315000.0,1185120.0,42696.0,16197,-436,1185120.0,-2108.0,
0,Cash loans,F,N,N,0,121500.0,1125000.0,33025.5,18048,-4711,1125000.0,-2341.0,
0,Cash loans,F,N,Y,1,135000.0,1056636.0,37566.0,12545,-837,1056636.0,-509.0,
0,Cash loans,F,N,N,0,180000.0,808650.0,22234.5,8571,-202,808650.0,-314.0,
0,Cash loans,F,Y,N,1,112500.0,282690.0,11641.5,12772,-204,282690.0,-168.0,5.0
0,Cash loans,F,Y,N,0,225000.0,305640.0,32224.5,10370,-1877,305640.0,-124.0,7.0
0,Cash loans,F,Y,N,0,157500.0,752742.0,40234.5,21780,365243,752742.0,-1485.0,64.0
0,Cash loans,F,N,Y,0,292500.0,369531.0,39339.0,21289,-686,369531.0,-247.0,
0,Cash loans,M,N,Y,1,202500.0,938304.0,36517.5,9618,-46,938304.0,-431.0,
0,Cash loans,F,Y,Y,3,112500.0,71955.0,7879.5,14365,-1580,71955.0,-785.0,22.0
0,Cash loans,F,N,Y,0,180000.0,485190.0,24903.0,21663,365243,485190.0,-744.0,
0,Cash loans,F,Y,Y,2,135000.0,225000.0,24003.0,12578,-2630,225000.0,-2628.0,4.0
0,Cash loans,F,N,N,0,180000.0,526491.0,28179.0,23206,-5679,526491.0,0.0,
0,Cash loans,M,N,Y,0,247500.0,592560.0,32274.0,15016,-2685,592560.0,-354.0,
0,Cash loans,M,N,Y,0,202500.0,824823.0,24246.0,18794,-927,824823.0,-425.0,
0,Cash loans,M,N,Y,0,135000.0,450000.0,16294.5,23348,365243,450000.0,-113.0,
0,Cash loans,F,N,Y,0,202500.0,1428295.5,72684.0,20900,-1052,1428295.5,0.0,
0,Revolving loans,M,Y,Y,2,261000.0,180000.0,9000.0,13890,-377,180000.0,-894.0,7.0
0,Cash loans,F,N,Y,0,112500.0,273636.0,26784.0,13410,-843,273636.0,0.0,
0,Cash loans,F,N,N,0,360000.0,745429.5,38191.5,20078,-3710,745429.5,-648.0,
0,Cash loans,M,Y,Y,1,94500.0,222547.5,17352.0,13117,-371,222547.5,-1449.0,6.0
0,Cash loans,M,Y,N,1,135000.0,675000.0,21906.0,14013,-4027,675000.0,-1423.0,16.0
0,Cash loans,F,N,Y,1,94500.0,52128.0,5607.0,16812,-5475,52128.0,-3097.0,
0,Cash loans,M,Y,Y,1,157500.0,288873.0,16713.0,15191,-6437,288873.0,-2542.0,7.0
0,Cash loans,M,N,Y,0,270000.0,551079.0,33430.5,9623,-963,551079.0,-48.0,
0,Cash loans,F,N,N,0,99000.0,675000.0,21775.5,11806,-518,675000.0,-389.0,
0,Cash loans,M,N,N,0,360000.0,1436850.0,42142.5,15966,-2792,1436850.0,-1416.0,
0,Cash loans,F,Y,Y,2,112500.0,521280.0,31500.0,19819,-3374,521280.0,-497.0,65.0
0,Cash loans,M,N,N,0,202500.0,552555.0,30982.5,18095,-1006,552555.0,-2252.0,
0,Cash loans,F,N,Y,0,360000.0,900000.0,35694.0,15592,-283,900000.0,-754.0,
0,Revolving loans,M,Y,Y,1,270000.0,180000.0,9000.0,10695,-1717,180000.0,-2293.0,1.0
0,Cash loans,F,N,N,2,90000.0,112068.0,11898.0,13586,-300,112068.0,-424.0,
0,Cash loans,M,Y,Y,0,247500.0,1442952.0,42318.0,17071,-4880,1442952.0,0.0,9.0
0,Cash loans,M,Y,Y,2,90000.0,112068.0,11214.0,12961,-4134,112068.0,-1102.0,18.0
0,Cash loans,M,N,Y,1,225000.0,659610.0,21406.5,14708,-628,659610.0,-2641.0,
0,Cash loans,F,Y,N,0,243900.0,1350000.0,50031.0,14559,-1661,1350000.0,-1.0,6.0
0,Cash loans,F,Y,Y,2,144000.0,373311.0,17428.5,11899,-817,373311.0,-2025.0,65.0
0,Cash loans,F,N,N,0,180000.0,1236816.0,36292.5,17531,-10420,1236816.0,-2158.0,
0,Cash loans,F,Y,Y,1,135000.0,715095.0,49900.5,14652,-5555,715095.0,-1610.0,3.0
0,Cash loans,F,Y,Y,0,180000.0,167895.0,16483.5,24417,365243,167895.0,-1199.0,15.0
0,Cash loans,F,N,Y,0,45000.0,133528.5,8824.5,23768,365243,133528.5,-248.0,
0,Cash loans,M,Y,N,0,112500.0,420718.5,25420.5,17271,-3674,420718.5,-662.0,7.0
0,Cash loans,M,N,Y,1,112500.0,152820.0,16177.5,13318,-2960,152820.0,-255.0,
0,Cash loans,M,Y,Y,0,202500.0,1442952.0,39681.0,16014,-2640,1442952.0,0.0,12.0
0,Cash loans,F,Y,Y,0,112500.0,454500.0,16452.0,10707,-1690,454500.0,-1632.0,9.0
0,Cash loans,F,N,Y,0,112500.0,509922.0,28602.0,15104,-3094,509922.0,0.0,
0,Cash loans,M,N,Y,0,360000.0,1111500.0,74709.0,17985,365243,1111500.0,-444.0,
0,Cash loans,F,N,N,0,225000.0,1024740.0,52321.5,13499,-3241,1024740.0,-2002.0,
0,Cash loans,F,N,Y,0,67500.0,364896.0,26550.0,11700,-3802,364896.0,-637.0,
0,Cash loans,M,Y,Y,0,112500.0,495000.0,23814.0,13235,-3043,495000.0,-1699.0,10.0
0,Cash loans,F,N,Y,0,315000.0,1007761.5,42826.5,15203,-260,1007761.5,0.0,
0,Cash loans,F,N,N,0,211500.0,942300.0,34749.0,17451,-1328,942300.0,-1875.0,
0,Cash loans,F,N,Y,0,112500.0,354519.0,25339.5,23572,365243,354519.0,-924.0,
0,Cash loans,F,N,Y,1,126000.0,474048.0,24331.5,10684,-2367,474048.0,-1539.0,
0,Cash loans,F,N,N,0,382500.0,2013840.0,53253.0,22879,365243,2013840.0,0.0,
0,Cash loans,M,N,Y,3,90000.0,810000.0,34317.0,14757,-4742,810000.0,-1638.0,
0,Cash loans,F,N,N,0,135000.0,832500.0,24340.5,9171,-1360,832500.0,-700.0,
0,Revolving loans,M,N,N,0,112500.0,180000.0,9000.0,9349,-1506,180000.0,-1370.0,
0,Cash loans,F,N,Y,0,90000.0,654948.0,62185.5,20075,-12848,654948.0,-2463.0,
0,Cash loans,F,N,Y,0,90000.0,177903.0,8685.0,23041,365243,177903.0,-1654.0,
0,Cash loans,F,N,Y,0,40500.0,101880.0,10971.0,19669,-4606,101880.0,-473.0,
0,Cash loans,M,Y,Y,2,90000.0,194076.0,16731.0,18298,-1844,194076.0,-339.0,20.0
0,Revolving loans,F,N,Y,0,288000.0,810000.0,40500.0,21233,365243,810000.0,-382.0,
0,Revolving loans,F,N,Y,2,247500.0,450000.0,22500.0,10775,-1232,450000.0,-2128.0,
0,Cash loans,M,N,N,0,90000.0,229230.0,12928.5,24161,365243,229230.0,-587.0,
0,Cash loans,M,Y,Y,0,135000.0,539100.0,27652.5,10386,-1063,539100.0,-628.0,10.0
0,Revolving loans,M,Y,Y,1,180000.0,270000.0,13500.0,13328,-891,270000.0,-278.0,16.0
0,Cash loans,F,N,Y,1,112500.0,742500.0,21708.0,15663,-3377,742500.0,-669.0,
0,Cash loans,F,Y,N,0,157500.0,1080000.0,38920.5,22342,365243,1080000.0,-567.0,12.0
0,Cash loans,F,N,N,2,90000.0,450000.0,30442.5,12226,-238,450000.0,-1926.0,
0,Cash loans,M,N,Y,1,495000.0,550980.0,43659.0,13948,-211,550980.0,0.0,
0,Cash loans,F,Y,Y,1,135000.0,1024740.0,49428.0,12252,-1810,1024740.0,0.0,8.0
0,Cash loans,M,N,Y,0,135000.0,734994.0,20340.0,10209,-177,734994.0,-47.0,
0,Cash loans,F,N,Y,0,135000.0,543037.5,34834.5,12807,-3118,543037.5,-2955.0,
0,Revolving loans,F,N,Y,0,90000.0,247500.0,12375.0,17553,-4934,247500.0,-370.0,
0,Cash loans,F,N,Y,0,225000.0,848070.0,27355.5,12843,-2182,848070.0,-991.0,
0,Cash loans,F,N,Y,0,103500.0,808650.0,23643.0,13704,-1288,808650.0,-1667.0,
0,Cash loans,F,N,N,0,225000.0,679500.0,27076.5,19215,-11370,679500.0,-398.0,
0,Cash loans,M,N,Y,0,81000.0,314055.0,17167.5,11344,-716,314055.0,-338.0,
0,Cash loans,F,Y,Y,2,157500.0,379008.0,39798.0,11533,-2569,379008.0,-2277.0,12.0
0,Cash loans,F,N,Y,1,148500.0,285723.0,22239.0,14515,-7495,285723.0,-410.0,
0,Cash loans,F,Y,Y,0,67500.0,763870.5,32494.5,22971,365243,763870.5,-2744.0,12.0
0,Cash loans,F,Y,Y,1,94500.0,675000.0,21906.0,13961,-6750,675000.0,-158.0,22.0
0,Revolving loans,F,Y,N,2,90000.0,270000.0,13500.0,13043,-99,270000.0,-23.0,2.0
0,Cash loans,F,N,Y,1,81000.0,450000.0,24543.0,10539,-461,450000.0,-426.0,
0,Cash loans,F,N,N,0,81000.0,135000.0,14670.0,13004,-697,135000.0,-380.0,
0,Cash loans,M,Y,Y,0,157500.0,1354500.0,35860.5,23506,365243,1354500.0,0.0,10.0
0,Revolving loans,F,N,Y,0,135000.0,405000.0,20250.0,12922,-4274,405000.0,-547.0,
0,Cash loans,F,N,Y,0,157500.0,1078200.0,31522.5,21001,365243,1078200.0,0.0,
0,Cash loans,M,N,N,1,225000.0,940500.0,24939.0,11920,-1378,940500.0,-1608.0,
0,Cash loans,M,Y,Y,0,751500.0,1561500.0,42939.0,14811,-3320,1561500.0,-52.0,3.0
0,Cash loans,M,N,Y,0,49500.0,288873.0,21064.5,21370,365243,288873.0,-1269.0,
0,Cash loans,M,Y,Y,0,315000.0,1193580.0,31486.5,13095,-1651,1193580.0,-1.0,7.0
0,Cash loans,F,Y,Y,0,108000.0,381528.0,24970.5,10717,-1127,381528.0,-371.0,12.0
0,Cash loans,M,Y,N,0,157500.0,2013840.0,53122.5,19293,-7010,2013840.0,-815.0,2.0
0,Cash loans,M,Y,Y,0,135000.0,586633.5,30082.5,20661,-1349,586633.5,-1756.0,13.0
0,Cash loans,M,Y,Y,1,157500.0,473841.0,34609.5,13558,-5348,473841.0,-1945.0,16.0
0,Cash loans,F,N,N,1,112500.0,973710.0,28597.5,15990,-4377,973710.0,0.0,
0,Cash loans,F,N,Y,2,67500.0,150948.0,12231.0,11834,-3599,150948.0,-1133.0,
0,Cash loans,M,N,N,0,180000.0,631332.0,35383.5,19194,-1706,631332.0,-1964.0,
0,Cash loans,M,Y,Y,0,202500.0,1285816.5,38983.5,16351,-1553,1285816.5,-5.0,4.0
0,Cash loans,F,N,N,0,180000.0,755190.0,36459.0,21816,365243,755190.0,-1386.0,
0,Cash loans,M,Y,N,0,135000.0,607500.0,17761.5,14209,-97,607500.0,-2618.0,14.0
0,Cash loans,F,Y,Y,0,180000.0,647046.0,25200.0,13589,-133,647046.0,-582.0,6.0
0,Cash loans,F,N,Y,0,157500.0,284400.0,16456.5,24151,365243,284400.0,-932.0,
0,Cash loans,M,Y,N,0,315000.0,485640.0,41544.0,18680,-1587,485640.0,-257.0,4.0
0,Cash loans,F,N,Y,0,148500.0,545040.0,25537.5,11526,-2087,545040.0,-258.0,
0,Cash loans,M,Y,Y,0,180000.0,1051294.5,30870.0,20105,-2192,1051294.5,-589.0,12.0
0,Cash loans,M,Y,N,0,135000.0,986553.0,28975.5,20873,365243,986553.0,-1814.0,9.0
0,Cash loans,F,N,Y,1,90000.0,148365.0,12024.0,11397,-2553,148365.0,-1714.0,
0,Cash loans,F,N,N,0,67500.0,679671.0,30069.0,19326,-4282,679671.0,-553.0,
0,Cash loans,M,Y,N,8,112500.0,755190.0,29947.5,15197,-6252,755190.0,-1049.0,5.0
0,Cash loans,M,N,Y,0,225000.0,1312110.0,55593.0,14159,-3685,1312110.0,-3160.0,
0,Cash loans,M,Y,Y,0,135000.0,265851.0,14049.0,10875,-1215,265851.0,-1078.0,4.0
0,Revolving loans,F,N,Y,0,67500.0,157500.0,7875.0,15804,-3187,157500.0,-372.0,
0,Cash loans,F,Y,Y,2,112500.0,922500.0,30618.0,14333,-1910,922500.0,0.0,16.0
0,Cash loans,M,N,Y,0,180000.0,1113840.0,44302.5,20650,-413,1113840.0,0.0,
0,Cash loans,F,N,N,0,103500.0,454500.0,23337.0,15044,-103,454500.0,-2157.0,
0,Cash loans,F,N,Y,0,135000.0,119925.0,11812.5,23430,365243,119925.0,-630.0,
0,Cash loans,M,N,Y,1,112500.0,119893.5,13689.0,11752,-3778,119893.5,-2120.0,
0,Cash loans,F,N,Y,0,81000.0,341280.0,21006.0,22726,365243,341280.0,-1392.0,
0,Cash loans,M,Y,N,0,675000.0,900000.0,43299.0,13423,-2916,900000.0,-766.0,5.0
0,Cash loans,M,Y,Y,0,247500.0,1024290.0,30078.0,19586,-2080,1024290.0,-1555.0,9.0
0,Revolving loans,F,N,Y,0,126000.0,202500.0,10125.0,21436,365243,202500.0,-1096.0,
0,Cash loans,M,Y,N,0,112500.0,229230.0,15052.5,9879,-2828,229230.0,-1278.0,64.0
0,Cash loans,F,N,Y,0,67500.0,251280.0,11196.0,23240,365243,251280.0,-126.0,
0,Cash loans,F,N,N,0,112500.0,508495.5,26091.0,16392,-1410,508495.5,-20.0,
0,Cash loans,F,N,N,0,202500.0,1535553.0,44136.0,9692,-1133,1535553.0,-3.0,
0,Cash loans,M,Y,N,1,675000.0,900000.0,28390.5,14640,-936,900000.0,-4.0,6.0
0,Cash loans,M,Y,N,0,45000.0,417024.0,25200.0,23284,365243,417024.0,-168.0,10.0
0,Revolving loans,F,N,Y,0,67500.0,135000.0,6750.0,20111,365243,135000.0,-170.0,
0,Cash loans,F,Y,N,0,135000.0,168102.0,19093.5,18276,-4053,168102.0,-2642.0,3.0
0,Cash loans,F,N,Y,1,112500.0,170640.0,11236.5,15912,-701,170640.0,-631.0,
0,Cash loans,F,N,Y,1,67500.0,202500.0,18571.5,14613,-238,202500.0,0.0,
0,Cash loans,F,Y,N,0,225000.0,497520.0,36054.0,13407,-587,497520.0,-1449.0,3.0
0,Cash loans,F,N,Y,0,157500.0,1125000.0,47664.0,22334,365243,1125000.0,0.0,
0,Cash loans,M,Y,Y,2,180000.0,225000.0,15349.5,12040,-935,225000.0,0.0,9.0
0,Cash loans,F,N,Y,0,270000.0,398160.0,24489.0,17605,-1968,398160.0,-2273.0,
0,Cash loans,M,Y,Y,0,112500.0,634482.0,20596.5,11836,-3483,634482.0,-1253.0,7.0
0,Cash loans,M,N,Y,1,180000.0,912240.0,50935.5,14908,-771,912240.0,-159.0,
0,Cash loans,F,N,N,1,225000.0,2517300.0,66532.5,10527,-586,2517300.0,-3.0,
0,Cash loans,F,N,Y,0,90000.0,582228.0,18778.5,21431,365243,582228.0,-130.0,
0,Cash loans,F,N,Y,0,210600.0,904500.0,36000.0,18577,-11114,904500.0,-1710.0,
0,Cash loans,M,N,Y,1,112500.0,229230.0,14022.0,8943,-725,229230.0,-822.0,
0,Cash loans,F,N,Y,1,328500.0,808650.0,26217.0,16093,-1152,808650.0,-1558.0,
0,Cash loans,F,N,N,0,135000.0,1095111.0,58347.0,22828,365243,1095111.0,-721.0,
0,Cash loans,M,Y,N,1,157500.0,521280.0,28278.0,12775,-912,521280.0,-846.0,3.0
0,Cash loans,M,N,N,0,112500.0,1257430.5,36891.0,20515,-5190,1257430.5,-2151.0,
0,Cash loans,F,Y,Y,0,225000.0,1483231.5,46701.0,10499,-3194,1483231.5,-1736.0,9.0
0,Cash loans,F,N,N,0,180000.0,1007761.5,37476.0,12162,-1131,1007761.5,-1228.0,
0,Cash loans,M,Y,Y,0,270000.0,545040.0,39627.0,14896,-7553,545040.0,-1469.0,5.0
0,Cash loans,M,N,Y,1,270000.0,1074100.5,54972.0,18030,-422,1074100.5,0.0,
0,Cash loans,F,N,Y,0,135000.0,958122.0,34542.0,23273,365243,958122.0,-394.0,
0,Cash loans,F,N,N,0,157500.0,781920.0,25969.5,21049,365243,781920.0,-1181.0,
0,Cash loans,F,Y,N,1,450000.0,888840.0,29506.5,22023,-1238,888840.0,-2031.0,5.0
0,Cash loans,F,N,Y,0,135000.0,284400.0,16011.0,24222,365243,284400.0,-1779.0,
0,Cash loans,M,Y,Y,0,112500.0,668304.0,32278.5,9374,-865,668304.0,-1985.0,7.0
0,Cash loans,F,Y,Y,2,90000.0,183384.0,17995.5,14781,-1337,183384.0,-599.0,64.0
0,Cash loans,M,N,Y,0,225000.0,310500.0,22725.0,13412,-874,310500.0,0.0,
0,Cash loans,F,N,Y,0,112500.0,207306.0,8910.0,21383,365243,207306.0,0.0,
0,Cash loans,F,N,Y,1,135000.0,256500.0,13558.5,11325,-2561,256500.0,-1514.0,
0,Cash loans,F,N,Y,0,126000.0,261000.0,15898.5,13428,-4462,261000.0,-2286.0,
0,Cash loans,F,N,N,0,270000.0,334152.0,18256.5,17977,-796,334152.0,-561.0,
0,Cash loans,F,N,Y,0,157500.0,813195.0,24786.0,20930,365243,813195.0,-1640.0,
0,Cash loans,F,N,Y,0,225000.0,1160973.0,34074.0,22732,-2133,1160973.0,0.0,
0,Cash loans,F,N,N,0,193500.0,270000.0,21330.0,20127,-963,270000.0,-1171.0,
0,Revolving loans,M,Y,N,1,171000.0,270000.0,13500.0,11511,-1555,270000.0,-1273.0,8.0
0,Cash loans,M,Y,Y,2,270000.0,626476.5,41994.0,15318,-2221,626476.5,-278.0,7.0
0,Cash loans,M,Y,Y,1,180000.0,247986.0,16906.5,10461,-1196,247986.0,-289.0,14.0
0,Cash loans,M,N,Y,0,112500.0,540000.0,17419.5,8432,-348,540000.0,-541.0,
0,Cash loans,F,N,Y,0,90000.0,508500.0,14998.5,16980,-6636,508500.0,-225.0,
0,Cash loans,M,Y,Y,1,202500.0,1223010.0,51948.0,14842,-1848,1223010.0,-828.0,11.0
0,Cash loans,F,N,Y,0,180000.0,314100.0,15241.5,21879,365243,314100.0,0.0,
0,Cash loans,M,Y,N,1,202500.0,945000.0,26118.0,11707,-3927,945000.0,-2372.0,0.0
0,Cash loans,F,N,Y,0,56700.0,545040.0,19705.5,20898,365243,545040.0,-1486.0,
0,Cash loans,F,N,Y,1,202500.0,970380.0,28503.0,14312,-1578,970380.0,-3219.0,
0,Cash loans,F,N,Y,0,58500.0,299772.0,10894.5,20718,365243,299772.0,-190.0,
0,Cash loans,F,N,N,0,135000.0,108000.0,11587.5,20137,-13532,108000.0,-2572.0,
0,Cash loans,M,N,Y,0,90000.0,526491.0,38308.5,17210,-150,526491.0,-1056.0,
0,Cash loans,F,N,N,2,180000.0,805536.0,31945.5,13250,-3006,805536.0,0.0,
0,Cash loans,M,N,Y,0,67500.0,526491.0,19039.5,23451,365243,526491.0,-1919.0,
0,Cash loans,F,N,Y,0,36000.0,254700.0,24939.0,24725,365243,254700.0,-2299.0,
0,Cash loans,F,N,N,0,112500.0,208512.0,19251.0,8234,-1120,208512.0,-854.0,
0,Cash loans,F,N,Y,1,247500.0,760225.5,32206.5,11524,-293,760225.5,-189.0,
0,Cash loans,M,N,Y,0,112500.0,728460.0,43506.0,15280,-393,728460.0,0.0,
0,Cash loans,F,Y,N,2,157500.0,808650.0,21460.5,13377,-470,808650.0,-300.0,1.0
0,Cash loans,F,N,Y,3,121500.0,158148.0,6088.5,13633,-4531,158148.0,-26.0,
0,Cash loans,F,N,Y,0,144000.0,286704.0,11497.5,21610,365243,286704.0,-1573.0,
0,Cash loans,F,Y,Y,0,202500.0,1584000.0,43560.0,19783,-1027,1584000.0,-1555.0,26.0
0,Cash loans,M,Y,Y,0,157500.0,521280.0,31500.0,17486,-2063,521280.0,-702.0,25.0
0,Cash loans,M,Y,Y,0,337500.0,1350000.0,51421.5,23758,-5032,1350000.0,0.0,7.0
0,Cash loans,F,Y,Y,0,135000.0,1515415.5,40104.0,20936,-2877,1515415.5,0.0,8.0
0,Cash loans,F,Y,Y,0,81000.0,667678.5,34218.0,18384,-2098,667678.5,-2994.0,9.0
0,Revolving loans,M,Y,N,0,112500.0,135000.0,6750.0,17860,-1545,135000.0,-277.0,1.0
0,Cash loans,F,N,Y,1,256500.0,540000.0,22698.0,13012,-2817,540000.0,-1037.0,
0,Cash loans,F,N,Y,0,193500.0,1251000.0,34533.0,22580,-7899,1251000.0,-2109.0,
0,Cash loans,M,Y,Y,0,189715.5,1350000.0,37255.5,10776,-1617,1350000.0,-402.0,20.0
0,Cash loans,M,Y,N,1,180000.0,288873.0,11020.5,11644,-3935,288873.0,-1601.0,12.0
0,Cash loans,M,Y,N,0,157500.0,1024740.0,49428.0,13866,-1644,1024740.0,-1312.0,18.0
0,Cash loans,F,N,Y,1,72000.0,239850.0,23850.0,9032,365243,239850.0,0.0,
0,Cash loans,F,N,N,2,90000.0,152820.0,15111.0,13166,-908,152820.0,-287.0,
0,Cash loans,M,N,Y,1,180000.0,1260702.0,45414.0,19009,-3416,1260702.0,0.0,
0,Cash loans,F,Y,N,0,189000.0,312768.0,17955.0,17864,-705,312768.0,-658.0,3.0
0,Cash loans,F,Y,Y,0,135000.0,640080.0,31261.5,18806,-2291,640080.0,0.0,2.0
0,Cash loans,M,Y,N,2,157500.0,706410.0,67072.5,13693,-3039,706410.0,-996.0,22.0
0,Cash loans,M,N,Y,0,157500.0,1260000.0,36841.5,13770,-1869,1260000.0,-569.0,
0,Cash loans,F,N,N,1,135000.0,967500.0,25650.0,10199,-1880,967500.0,-3.0,
0,Cash loans,F,N,N,2,90000.0,76410.0,7686.0,13194,-2256,76410.0,-736.0,
0,Cash loans,F,N,N,2,112500.0,501435.0,24385.5,14579,-3368,501435.0,-1183.0,
0,Cash loans,F,N,Y,0,112500.0,840996.0,24718.5,13488,-1365,840996.0,-1593.0,
0,Cash loans,M,N,Y,1,148500.0,781920.0,32868.0,10597,-1014,781920.0,-958.0,
0,Cash loans,F,Y,Y,0,135000.0,133659.0,10845.0,15713,-562,133659.0,0.0,7.0
0,Cash loans,F,Y,Y,0,202500.0,871029.0,44604.0,15007,-864,871029.0,-807.0,13.0
0,Cash loans,F,Y,Y,1,135000.0,1257430.5,36895.5,10463,-1621,1257430.5,-398.0,2.0
0,Cash loans,F,Y,Y,0,135000.0,755190.0,36459.0,23049,-182,755190.0,-286.0,9.0
0,Cash loans,F,N,Y,0,175500.0,239850.0,23494.5,24995,365243,239850.0,-353.0,
0,Cash loans,M,N,Y,0,292500.0,879480.0,28498.5,22479,-254,879480.0,-482.0,
0,Revolving loans,F,Y,Y,0,135000.0,270000.0,13500.0,18777,-2999,270000.0,-730.0,3.0
0,Cash loans,M,N,Y,0,135000.0,881055.0,35073.0,19417,365243,881055.0,-2014.0,
0,Cash loans,M,Y,Y,0,211500.0,1125000.0,37309.5,15771,-7515,1125000.0,-2740.0,13.0
0,Cash loans,F,N,N,0,180000.0,211630.5,17095.5,13925,-2589,211630.5,-825.0,
0,Cash loans,F,N,Y,0,90000.0,370629.0,24898.5,13594,-815,370629.0,-701.0,
0,Cash loans,F,N,Y,0,103500.0,971280.0,51876.0,22448,365243,971280.0,-596.0,
0,Cash loans,F,N,Y,0,68850.0,808650.0,23643.0,13945,-3533,808650.0,-540.0,
0,Cash loans,M,Y,N,2,135000.0,700830.0,22738.5,14802,-2324,700830.0,-1672.0,28.0
0,Cash loans,M,N,Y,0,270000.0,938034.0,30258.0,19103,-3047,938034.0,-320.0,
0,Cash loans,F,N,Y,1,225000.0,640080.0,31261.5,14391,-2447,640080.0,-1321.0,
0,Cash loans,M,Y,Y,0,157500.0,592560.0,35937.0,8571,-1039,592560.0,0.0,13.0
0,Cash loans,F,N,Y,0,157500.0,284400.0,19134.0,14700,-6231,284400.0,-1631.0,
0,Revolving loans,F,Y,Y,1,225000.0,540000.0,27000.0,15806,-3535,540000.0,-414.0,3.0
0,Cash loans,F,N,Y,0,67500.0,314100.0,13963.5,16427,-9636,314100.0,-366.0,
0,Cash loans,M,Y,Y,1,270000.0,2085120.0,65601.0,14844,-1173,2085120.0,-605.0,15.0
0,Cash loans,F,Y,N,0,67500.0,450000.0,21109.5,14655,-1533,450000.0,-57.0,64.0
0,Cash loans,F,N,Y,0,56250.0,254700.0,14350.5,24337,365243,254700.0,-1467.0,
0,Revolving loans,F,N,Y,0,225000.0,157500.0,7875.0,19865,-958,157500.0,0.0,
0,Cash loans,M,N,N,0,135000.0,450000.0,21888.0,16212,-719,450000.0,-1766.0,
0,Cash loans,F,N,Y,0,90000.0,562491.0,24907.5,23466,365243,562491.0,-408.0,
0,Cash loans,F,N,Y,2,90000.0,422451.0,16056.0,13726,-3492,422451.0,-752.0,
0,Revolving loans,F,Y,Y,0,202500.0,202500.0,10125.0,20068,-101,202500.0,0.0,13.0
0,Cash loans,F,Y,N,0,180000.0,900000.0,38263.5,13390,-1738,900000.0,-92.0,16.0
0,Cash loans,F,N,Y,0,90000.0,187704.0,9256.5,11441,-4060,187704.0,-242.0,
0,Cash loans,F,Y,Y,0,427500.0,900000.0,35694.0,19288,-7556,900000.0,-2317.0,9.0
0,Cash loans,M,Y,Y,0,112500.0,545040.0,26640.0,11854,-1123,545040.0,-540.0,11.0
0,Cash loans,M,Y,N,0,225000.0,675000.0,65758.5,14280,-258,675000.0,-283.0,0.0
0,Revolving loans,F,N,Y,0,135000.0,180000.0,9000.0,7719,-711,180000.0,-328.0,
0,Cash loans,F,N,Y,0,153000.0,894766.5,29700.0,11430,-129,894766.5,-5.0,
0,Cash loans,F,N,Y,0,90000.0,414792.0,22630.5,8547,-286,414792.0,-447.0,
0,Revolving loans,F,N,Y,0,112500.0,180000.0,9000.0,7799,-866,180000.0,-633.0,
0,Cash loans,M,Y,N,0,99000.0,260640.0,31059.0,9813,-1341,260640.0,0.0,7.0
0,Cash loans,F,N,Y,0,81000.0,360000.0,18976.5,9044,-223,360000.0,-1446.0,
0,Cash loans,F,N,Y,0,108000.0,512995.5,39829.5,22402,365243,512995.5,-2284.0,
0,Cash loans,F,N,N,0,180000.0,900000.0,46084.5,14459,-3616,900000.0,0.0,
0,Cash loans,M,N,Y,0,225000.0,599472.0,28971.0,9824,-422,599472.0,-389.0,
0,Cash loans,F,N,Y,0,189000.0,640080.0,31261.5,15480,-2368,640080.0,-1044.0,
0,Cash loans,M,N,Y,1,135000.0,770292.0,34807.5,10866,-726,770292.0,-262.0,
0,Cash loans,F,N,Y,0,202500.0,314055.0,13437.0,20248,365243,314055.0,-2143.0,
0,Cash loans,F,N,Y,0,139500.0,808650.0,31333.5,15806,-2962,808650.0,-489.0,
0,Cash loans,F,N,Y,0,247500.0,888840.0,37363.5,16710,-636,888840.0,-1606.0,
0,Cash loans,F,N,Y,0,45000.0,108801.0,7699.5,23260,365243,108801.0,-1498.0,
0,Cash loans,F,N,Y,0,157500.0,254700.0,25321.5,24799,365243,254700.0,-261.0,
0,Revolving loans,M,Y,Y,1,157500.0,180000.0,9000.0,15519,-759,180000.0,-304.0,2.0
0,Cash loans,F,N,N,0,211500.0,450000.0,35554.5,14098,-4190,450000.0,-1708.0,
0,Cash loans,F,Y,Y,0,180000.0,414229.5,20277.0,20444,365243,414229.5,-4.0,7.0
